tweet,label,emotion,misinformation,topic,language
Vaccine protects not just you but also elderly people around you,positive,Trust,Genuine,General Vaccination,English
Vaccine education programs in schools should be encouraged more,positive,Trust,Genuine,General Vaccination,English
Vaccination camp organized by local NGO in tribal belt area,neutral,Neutral,Genuine,General Vaccination,English
Vaccine hesitancy is reducing gradually in Indian villages,positive,Trust,Genuine,General Vaccination,English
Why is booster dose needed so soon after full vaccination,negative,Fear,Genuine,Booster dose,English
"My entire family is now fully vaccinated, feeling safe",positive,Happiness,Genuine,General Vaccination,English
"Took both doses of Covishield, side effects were mild and temporary",positive,Trust,Genuine,Side effects,English
Health ministry released new data on vaccine distribution numbers,neutral,Neutral,Genuine,General Vaccination,English
"India achieved 1 billion vaccine doses milestone, historic moment",positive,Happiness,Genuine,General Vaccination,English
Government is forcing vaccines without proper public consultation,negative,Anxiety,Genuine,Government policy,English
Why is there no proper information about vaccine ingredients given,negative,Anger,Genuine,General Vaccination,English
International health organizations monitoring India vaccine rollout,neutral,Neutral,Genuine,General Vaccination,English
HPV vaccine rollout for adolescent girls discussed in health meet,neutral,Neutral,Genuine,General Vaccination,English
I lost trust in vaccines after reading about Thalidomide scandal,negative,Fear,Genuine,General Vaccination,English
Why are some vaccine batches giving different reactions to people,negative,Anxiety,Genuine,Side effects,English
Vaccine cold chain management review conducted by ICMR team,neutral,Neutral,Genuine,General Vaccination,Code-mixed
Vaccine education programs in schools should be encouraged more,positive,Happiness,Genuine,General Vaccination,English
Discrimination at vaccination center based on caste is shameful,negative,Anger,Genuine,General Vaccination,English
Vaccine protects not just you but also elderly people around you,positive,Happiness,Genuine,General Vaccination,English
"Cowin website keeps crashing, very frustrating experience",negative,Anger,Genuine,General Vaccination,English
Nationwide survey on vaccine awareness to be conducted in January,neutral,Neutral,Genuine,Awareness campaigns,English
Vaccination records can now be downloaded via Aarogya Setu app,neutral,Neutral,Genuine,General Vaccination,English
"Proud Indian, got my jab today! Jai Bharat",positive,Happiness,Genuine,General Vaccination,English
Online registration for vaccine is impossible for elderly people,negative,Anger,Genuine,General Vaccination,English
My elderly mother fainted at vaccination center due to heat,negative,Anxiety,Genuine,General Vaccination,English
WHO released updated guidelines on COVID vaccine booster doses,neutral,Neutral,Genuine,Booster dose,English
"My entire family is now fully vaccinated, feeling safe",positive,Trust,Genuine,General Vaccination,English
Survey on vaccine hesitancy conducted by university researchers,neutral,Neutral,Genuine,General Vaccination,English
"India exports vaccines to other countries, we should be proud",positive,Happiness,Genuine,General Vaccination,English
Rich countries hoarding vaccines while poor countries suffer,negative,Fear,Genuine,General Vaccination,English
"I am scared of vaccine side effects, what if something goes wrong",negative,Fear,Genuine,Side effects,English
Vaccination numbers released by state government for last month,neutral,Neutral,Genuine,Government policy,English
Why is there no proper information about vaccine ingredients given,negative,Fear,Genuine,General Vaccination,English
Healthcare workers deserve respect for running vaccination camps,positive,Trust,Genuine,Healthcare trust,English
"Cowin website keeps crashing, very frustrating experience",negative,Fear,Genuine,General Vaccination,English
Cowin portal made vaccine registration very easy and accessible,positive,Happiness,Genuine,General Vaccination,English
Healthcare workers deserve respect for running vaccination camps,positive,Happiness,Genuine,Healthcare trust,English
"India's COVAXIN got WHO EUL approval, this is great news",positive,Trust,Genuine,General Vaccination,English
Covaxin price fixed by government for private hospitals announced,neutral,Neutral,Genuine,Government policy,English
Medical experts panel formed to study post-vaccination effects data,neutral,Neutral,Genuine,General Vaccination,English
School vaccination programs are essential for public health,positive,Happiness,Genuine,General Vaccination,English
Vaccine rollout in tier 2 cities has been very organised,positive,Trust,Genuine,General Vaccination,English
Government reviewing vaccine pricing structure for private sector,neutral,Neutral,Genuine,Government policy,English
No accountability when vaccine adverse events are reported,negative,Anxiety,Genuine,General Vaccination,English
Vaccination numbers released by state government for last month,neutral,Neutral,Genuine,Government policy,English
Free vaccination for BPL families is an excellent government step,positive,Trust,Genuine,Government policy,English
Finally got my COVID vaccine today! Feeling proud and relieved,positive,Trust,Genuine,General Vaccination,English
Fake vaccine certificates being sold openly is a serious issue,negative,Anxiety,Fake,Conspiracy theories,English
Doctors attending seminar on latest vaccine developments today,neutral,Neutral,Genuine,Healthcare trust,English
"I developed fever and body pain after second dose, very unwell",negative,Anger,Genuine,Side effects,English
District health officer reviewed vaccination progress this week,neutral,Neutral,Genuine,General Vaccination,English
My friend had severe allergic reaction after getting vaccinated,negative,Anxiety,Genuine,Side effects,English
Covaxin made in India is a matter of national pride,positive,Trust,Genuine,General Vaccination,English
Government reviewing vaccine pricing structure for private sector,neutral,Neutral,Genuine,Government policy,English
"Some batches of vaccines were found to be contaminated, scary",negative,Fear,Genuine,General Vaccination,English
Misinformation about vaccines is spreading faster than virus itself,negative,Fear,Genuine,General Vaccination,English
Two doses done! I can now breathe easier in crowded places,positive,Trust,Genuine,General Vaccination,English
Free vaccination camps in rural areas is a great initiative,positive,Happiness,Genuine,General Vaccination,English
"Science has given us vaccines, let us use them wisely",positive,Happiness,Genuine,General Vaccination,English
Vaccination numbers released by state government for last month,neutral,Neutral,Genuine,Government policy,English
Booster dose important for elderly and immunocompromised people,positive,Trust,Genuine,Booster dose,English
"Doctor explained vaccine benefits clearly, I am fully convinced",positive,Trust,Genuine,Healthcare trust,English
Digital vaccine certificate from Cowin is very convenient,positive,Happiness,Genuine,General Vaccination,English
"Vaccine efficacy drops over time, what is the point then",negative,Anger,Genuine,General Vaccination,English
Healthcare workers are exhausted and underpaid during campaigns,negative,Anger,Genuine,Awareness campaigns,English
Discrimination at vaccination center based on caste is shameful,negative,Fear,Genuine,General Vaccination,English
Covaxin made in India is a matter of national pride,positive,Happiness,Genuine,General Vaccination,English
My parents trusted science and got vaccinated without hesitation,positive,Trust,Genuine,General Vaccination,English
